Tweet,Tema,Stance
⚫️ uno de los grandes “legados” del gobierno funesto: ¡asesinato de inocentes! una de las barbaridades más grandes y brutales del último tiempo en chile. ¡las mujeres no tienen derecho a asesinar a otro ser humano que llevan dentro! URL,aborto,C
"los que estan a favor del aborto clandestino “y si alguno de los dos tiene que morir, que sea la madre” no se diga mas. URL",aborto,F
los espermos mañana 17hs frente a plaza congreso [martes verde] #seraley ✊🏻✊🏼✊🏽➡️ 💚 URL,aborto,F
#mesaza 👏👏👏dr. albino muchas gracias por defender a los que no tienen voz. #sialasdosvidas #noalabortoenargentina #salvemoslasdosvidas no nos manchemos las manos con sangre inocentes!,aborto,C
me encantó que hayan dicho #sialasdosvidas en los.,aborto,C
"las sufragistas inglesas presentaron 2588 peticiones al parlamento antes de conseguir que se apruebe su derecho a votar, en 1917. es un día para leer a USER y la anécdota que recoge sobre esa lucha de décadas, por algo que hoy nos parece tan evidente. URL",aborto,F
USER USER USER gran programa!!! 👏👏 💚,aborto,N
#sialavida gracias a todos estos argentinos me volvieron las ganas de seguir soñando debemos argentinos tener bien presente q somos.muchos los decentes los normales los laburadores y q jamás debemos perder la calle por más q al gobierno no le guste o tenga sus miedos jamás! URL,aborto,C
⚪Ángeles rawson era activista provida. ⚪chiara paez murió defendiendo su embarazo. ⚪keila jones murió en un aborto no punible asistido en un hospital. ⚪las madres que impulsaron el ni una menos se quejaron del aborto. y siguen diciendo que sin #abortolegal no hay URL,aborto,C
lo que defienden // lo que deberian defender. (tengo entendido que esta foto es de una marcha que se hizo en perú) URL,aborto,N
virgen maría cuida y protege a los no nacidos 🙏 URL,aborto,C
💚 perÚ 💚 #13jabortolegal #abortolegalya 👫👬👭 URL,aborto,F
#sialasdosvidas hoy nos vemos en el congreso! URL,aborto,C
USER se suma a unas cuantas que mueren x aborto legal en todo el mundo. los q se creen que por ser legal el aborto es inocuo que vayan tomando una dosis de realismo: unUSER muere seguro y la madre siempre corre riesgo físico y psíquico #cuidemoslas2vidas y no te creas las,aborto,C
en el congreso presentado proyecto de despenalización del aborto por decisión de la mujer URL,aborto,N
USER #noalaborto #sialavida no al URL,aborto,C
esos diputados que hasta ahora se ganaron un lugar gracias al anonimato de las listas sabana hoy para nosotras tienen nombre y cara. están a favor del aborto clandestino y nos vamos a encargar de llenar ese congreso con gente que si nos vea y nos de esa ley,aborto,F
todxs necesitamos la ley de aborto. quiero que mis hijas tengan derecho a decidir sin culpa! si luchas por la igualdad social #votenabortolegal #abortolegalya URL URL,aborto,F
"“...porque si este proyecto fuera rechazado, llevaran de por vida sobre sus espaldas a las muertes que de aqui en mas produzca la industria del aborto clandestino” URL",aborto,F
el proyecto de la USER platea la interrupción voluntaria del embarazo. ya tenemos aborto legal por causales. queremos aborto legal voluntario. porque nuestra decisión es causa suficiente para abortar.,aborto,F
"si no estás a favor del aborto, no abortes. no obligues a una mujer a no poder tener derecho sobre su propio cuerpo.",aborto,F
