Stance,Tweet
0,"near future: russia spec council robert mueller indicts 18 @realdonaldtrump admin members, including trump, triggering a #scotus lawsuit."
1,What is the difference between a baby and a onion? No one cries when you chop up the baby. Hahahahaha! Love dead babies!
1,"for all the men who don't believe #rapeculture is a real thing, read this...so you can stop lying to yourself."
1,".@thisiswharr keep calling! collins,capito &amp; murkowski are on our list. tell them to support #womenshealth and"
-1,meanwhile across the country women &amp; families #chooselife @1lifela @larespectlife @catholicsfollow @realdonaldtrump
-1,So can unborn children have rights now?
1,icymi: how victim-blaming newspaper headlines perpetuate rape culture.
0,finland allows same-sex marriages for the first time
-1,the generation marched at the #rallyforlife in dublin.
1,"""the judge said it was to his credit that he declined his friend’s offer to also rape her."" what a guy."
-1,"in 38 states, this baby could still have been legally aborted."
1,an important development in irish women's reproductive rights and healthcare
-1,reaction from @drpetersaunders of @uk_cmf following bma vote to lobby for liberalising of #abortion law
1,mocking the ?
-1,at the mid state fair central ca working the #prolife booth representing knights of columbus 2night #smile your mom chose
0,one of the greatest defenders of the #constitution ever to have a seat on the supreme court! rt if you agree!
0,a #marriage lasting more than 70 years. ap photographs capture george h.w. and barbara #bush across the decades.
0,republicans is the cause donald trump is the symptom as america falls into the abyss
0,there is more to being a #marriage and family therapist than meets the eye - and family therapist
1,Inching toward diabetes while supporting @ProChoiceMass at #ChocolateMadness 2015.
-1,would ewen bremner and robert carlyle choose the 1990s or 2010s? watch their quickfire quiz with @minniesteph5
-1,i am pretty sure that the state of michigan will know who to choose in their next election
0,1.2% of abortions happen at 21 weeks+ (these are only exceptions)
0,"the lcc will be lit in honour of @prideldnfest, celebrating diversity, unity, and pride in !"
0,"i'm all strung out, my heart is fried i just can't get you off my mind because your love is my drug."
1,this really is a conversation about #broadchurch - apparently the men must be blind because trish doesn't fit the stereotype
0,today #scotus reviews #constitution &amp; a disparaging #trademark for the slants band; @ahoweblogger previews lee v tam
1,Adding to the progress of this week the Supreme Court is also allowing Texas abortion clinics to stay open!
0,@forrest_grump Large parts of it were difficult to write so I can't imagine having to read the fucking thing.
-1,Let's agree that it's not ok to kill a 7lbs baby in the uterus @DWStweets #DNC #Clinton2016 @HillaryforIA
0, today's #carson scenes! sonny willing to bow out for joss but carly refusing to let him!
0,it's time to change the way #marriage works @goodmenproject
0,".@senschumer: ""we will absolutely hold the [scalia] seat open"" if trump does not nominate someone from the ""mainstream."""
1,".@housegop has radical bill, #hr7, to deny a woman's #reprorights &amp; ability to make her own health decisions."
1,@senatemajldr @senategop and the lack of diversity in this group is still a huge problem!
0,"more @realdonaldtrump protests. tonight we're outside #scotus saying no hate, no fear, refugees are welcome here!"
-1,"mt @savethestorks ""women deserve better than abortion."" oregonians want better options:"
0,"one german translation of my last name is 'mountain that blows,' so i'm squeamish about my kraut roots. but not today!"
0,earlier today hatch issued the following statement on president trump's coming supreme court nomination.
0,#scotus allows @potus to move forward with restrictions on refugee admissions
1,"in a win for #reprorights, crisis pregnancy centers can no longer lie about potentially offering #abortion services."
-1,#plannedparenthood needs to get used to #losing. #sin will cost them far more than they can afford to pay!
0,the #revote effort has submitted this request in #scotus case. #newelection@blueslz @kirstinelaine1 @revote2017
0,"@kilcurry he is still waiting for an answer, instead of wealding his authority to put a stop to it and disobey the government."
-1,Why are we all here? Because all of our mothers granted us the gift of life and did not abort us. All life has value.
0,"breaking: #scotus denies stay of execution for christopher wilkins, set to die in texas tonight. background:"
0,"in a situation like this, when we're not in the position to say something, let's just pray. it's god who puts order in everything."
-1,Of mothers advising their daughter's to abort are insane! It's unacceptable!!
1,"we’re expecting a couple good, pro-#reprorights bills at the #txlege next week! join us in supporting them here:"
-1,#ProLifeYouth know that life begins at conception.
1,"#feminism2017 says the porn title ""young teen takes brutal dick"" is not ."
0,"men, your wife is one of god's most obvious blessings in your life. cherish her as the gift she is."
-1,psa: tax dollars should not go to clinics that provide abortion.
0,@FoxNews @BristolsBlog Not possible. #BristolPalin doesn't believe in
0,secret to 80 years of #marriage: 'put god first'
0,#lovewins over and over and over and over and over
-1,@HomunculusLoikm @SawyerAndrew @BryanBroome1 @jstines3 Bad analogy. The current time frame for abortion is the best compromise
-1,see how oregonians want to spend $1.7 million to help pregnant women in need: - -
0,we stood in front of #scotus today for access to safe and legal abortion care!
-1,mt @awakedeborah: fearfully and wonderfully made! by god.
0,"25 years of marriage to @mrcgov, and it is better each day."
0,.@realdonaldtrump’s #scotus pick #gorsuch has a record to the right of anti-lgbtq scalia.
-1,"for 10 years now, @students4lifehq has helped educate a #prolifegen &amp; defended the most fundamental human right, the right to life."
0,#marriage performed at #faridabad matrimonial home at #noida how come #fir registered in #delhi the judge asked io
-1,"Your body belongs to you. It doesn't belong to the church, the state or an embryo."
0,wearing my pundit hat: the strong public response to trump's refugee exec order gave sen dems obligation&amp;cover to filibuster #scotus nominee
-1,"""this is the first time a vice president of the united states will attend."" |"
0,"""[garland] really should have been confirmed."" john paul stevens speaks up about politics, #scotus and more:"
-1,I refuse to stop praying for an end to abortion.
1,mainstream media jokes about prison rape are yet another manifestation of .
1,too many thoughts? this blog might help. #cosby #rapeculture #womensrights @rachelintheoc @madblack65 @siobhan_foran - ty @1julieanderson
0,because #lovewins and we should never give up
1,"""#rapeculture isn't a thing."" i was then told to ""buy a dictionary"", but that was deleted. this isn't about gender. it's about humanity."
0,#felicityjones to portray #scotus justice #ruthbaderginsburg in new film.
-1,mt @humancoalition: i chose not to view your life as optional.
0,"#marriage between #pakistan &amp; #afghanistan nationals: as repatriation continues, unclear where couples will end up"
1,"""i want to protect these men from themselves...this is about family values,” she added."
0,#nastywoman #lovewins #girlgang love doing images for @jen_loiselle
-1,The #rally4life shows yet again what little support these people have.
1,"@Snitfit because it's not your baby, body or decision, nor does it effect your life in any way. So it's none of your business."
1,a privilege to host regina fonseca. inspired to continue our work to realise
-1,thank you for standing with #maddirunkles @pynance!
-1,aaron judge was adopted the day after he was born by two school teachers.
1,over 2 dozen senators cited #gorsuch's troubling record on #reprorights as a reason they couldn't vote for his confirmation.
0,spotted: rpt staff ran into @justiceguzman outside the #scotus building!!
0,i haven't looked--does the new #scotus website have an entire section dedicated to my [laughter] rankings?
-1,thanks to @lifedynamicsinc for having me on their lifetalk show this morning!
1,.@gadsaad on #patriarchy and
0,my favorite kind of pastor is a pastor in rainbow sneakers ‍
0,".@google honors fred korematsu's birthday with well-timed doodle, depicting him w/ cong medal of freedom"
0,very grateful for @usttoledo and the coverage by @arishapiro in @npratc in this story:
1,our body. our choice. let's flood congress with phone calls now!
-1,"#prolife leaders ‘sock it’ to #plannedparenthood with 196,543 baby socks"
0,#scotus just handed trump a big win on his travel ban via @personalliberty
0,"the president has narrowed his #scotus shortlist down to 4. stay tuned to see who gets the ""final gavel™."" period."
0,"this is beyond disgusting!when will we stop looking at people the way we look at cars-new/old,how fast can it drive!"
0,@kilcurry in those hospitals that signed up to the legislation.
-1,thank you to @vp @mike_pence for defending the unborn in the #marchforlife2017. together we can speak for those who cannot.
1,"no, #reprorights is not ""the establishment."" argument sucked when bernie said it nationally, and it sucks when sanfran says that about va."
0,"congratulations @fergusobrienuk @danielmays9 and to all those involved in #againstthelaw compelling, moving and heartbreaking"
1,#victimblaming places responsibility on the victim &amp; detracts responsibility from the perpetrator.
0,all i need is you;
-1,"So, sorry Bernie Sanders. There are a lot of people that won't get a chance to be people. I had that chance and would like to share"
0,"""let the wife make the husband glad to come home, and let him make her sorry to see him leave."" -martin luther"
-1,"@PrevailChris Sexual Assault is Epidemic.. Not just in Military, Colleges, Universities. Fight 2 Stop this Crime=Less Need 4"
0,Today the proverbial straw broke the back of America It's just a matter of time We've gone too far...
0,today i will meet with @potus to discuss the #scotus vacancy as part of his consultations w senate. i appreciate his soliciting our advice.
0,How ironic is it that im sitting in @PPact & swiping on @Tinder right now?
-1,“every one of you is born as such a time for this…set the world on fire!” @reggielittlejhn at cardinal o'connor conference
1,a2: we live in a culture that is constantly bombarded with things that promote #rapeculture leading to sexual violence.
0,dems #standuptotrump. will #fillibuster #twitler's #scotus nominee. almost never happens.
-1,#prolife counselor meets twins saved when mom cancelled #abortion appointment @lifesite
0,So the #Democrats tore down their OWN #ConfederateFlag NOW if they get rid of THEIR
0,"removing derrick watson ""judge in hawaii"" should be a #1 priority of the trump admin... no judge should be above the law of"
0,anyone have great #marriage advice? leave a comment &amp; connect with me on insta for my virtual wedding book:
-1,".@JessieLosch There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead"
1,come visit us at #pridestl and sign our petition in opposition of cpcs! we're booth 34!
0,antonin scalia on why supreme court picks are so hotly contested now.
0,"#gorsuch is already pushing #supremecourt right on religion, guns &amp; gay rights."
1,abortion access is under attack. if we lose it women will die and go to jail. we must prioritize
-1,raffle prizes for #chooselife 1980s party tomorrow night #excited @lymphomaassoc #swanseadockersclub @uwtsd #sa1 @amandahughes007
-1,"Thanks for gently spoken truth, @DanaPerino ! How DO we as a nation ""protect the innocent""?"
0,@lanaparrilla @etswanqueen i've seen that moment so many times. how amazingly cute and lovely!
0,here are some cute pictures from my moms wedding
0,i wrote this song for my beautiful wife jaana from my heart by dan dyer
-1,.@lifecharity slams bpas head for ‘abortion just family planning’ claim
1,People who have been pregnant can be pro choice. People who can't have kids can be pro choice. People who have a uterus can be
-1,time to roll my sleeves up and get shit done!
0,Someone snitched on the mom having sex with and playing naked twister with teens. I bet it was her Cock blocking ass children.
0,german president signs #marriageequality into law; will take effect later this year
-1,it's coming! #resistance2017 #interninvasion @createdequalorg gen
0,this could not have been put any better! ‍
-1,#usbishopsforlife are here to celebrate mass with the #prolifegen! #mass4life #istand 4life
0,"excited! my essay ""wild nights: grief dreams, mythology, &amp; the inner #marriage"" won 1st place in #jung in the heartland contest. @cgjungstl"
0,"watch: senator patrick leahy, on the supreme court vacancy:"
0,breaking: no #scotus action today on tx voter id case (relisted 3 times) or on nc racial gerrymandering case (special election on hold)
0,love and weddings are the order of the day!
-1,"People go nuts on the #Onepercent, yet their fine with 0.0000023% of the population deciding their fate on , ,"
0,"it's not easy to talk about money, but it's critical to talk about &amp; manage money together."
-1,"@torontopigsave horrendous, keep on doing what your doing"
1,are you arguing that it's ok the president assaulted women or that casey affleck isn't that bad in comparison? either is yikes.
0,"adf is a prominent group behind discriminatory ""religious freedom"" laws, notably the bakery case headed to ."
0,4 tips on #marriage for my son-in-law
0,protestors are continuing to gather in front of
1,when did the right to life become the right to lie? nothing in this new bill protects ohioans health. not. one.thing.
-1,fighting for an end to #abortion and @ppfa are some
0,#marriage #relationship 10 ways to ruin your marriage right before bed - huffpost
0,donald trump will announce his pick for #scotus 2m night. be 1st to know who he picks—sign up for mobile alerts!
0,"#scotus in summer recess? ruth bader ginsburg does ""justice at the opera"" 4pm, 8/25 @thelensic! (: ariana wehr)"
0,12 years of marriage! so grateful to get to live life with this guy.
-1,@t2trainspotting is now playing in farmingdale go watch it
0, #scotus rejects #texas voter id appeal please replace #scalia soon @realdonaldtrump @govabbott @learjetter
1,today's ruling by belfast appeals court is a step in wrong direction. our full reaction here:
-1,happy bank holiday! out and about and spreading our #lovinglife message for the
0,#1 reason evangelicals voted for @potus was #scotus. #trump has nominated 23 circuit court judges &amp; congress has confirmed 2. why congress??
1,rape culture: the normalisation and trivialisation of rape. this is where it all starts.
-1,"@BuhayIpaglaban @blueskies366 There is no ""#abortion"" involved in taking the pill honey."
-1,#whywemarch because we love life
0,"today's @googledoodles celebrates fred @korematsu's 98th birthday, the namesake of the 1944 #scotus case challenging japanese internment."
-1,#chooselife choose #theatre choose #trainspottinglive mon 17 – fri 21 july
-1,"RT @createdequalorg: ""We're all human, aren't we? Every human life is worth the same, and worth saving."" -J.K. Rowling ..."
0,im so proud of you @iboschetto @gianginoble @piero_barone @ilvolo
1,#womenshistorymonth teaser - awc will be bringing an extremely special #reprorights guest to alabama. join us.
0,"bernie sanders: democrats might not ""do the right thing"" on #scotus picks"
0,flirting with friends gifs
1,"today i learned that if you own sex toys, it can't be rape."
-1,"RT @createdequalorg: NEW video: ""I'm not seeing it as a human being."" @StandTrue @liveaction_news @collegefix @LifeSite ..."
1,"I'm pro choice for if you want to kill living babies, go right ahead."
-1,@Stephen_C_Ward What are they doing with acid signs oh yeah their all tripping
-1,mass has started!! youth rally and mass for life is getting started!
0,"""it's my hope that president trump will nominate someone who is confirmable"" @chriscoons w/ me now @cnn on #scotus - @vicentefoxque next"
0,we wait in hope for the lord; he is our help and our shield. ~ ps 33:20
-1,on way home after seeing #t2trainspotting again. and before you ask..... yes...i'm obsessed
-1,mt @marylene58: so beautiful and angelic. please .
1,how junk science is leading to harmful reproductive health policy in utah
0,every piece on #scotus like this one -- is flawed if it doesn't include the reid rule background.
-1,"Hail (Mary), full of grace! The Lord is with you. (Luke 1:28)"
-1,"why are most conservatives #prolife? because at its core, protecting the unborn, who have no voice, is about liberty."
0,a year today.. i married the most amazing person i have ever met !!! my best friend and my everything !!
1,why you need to stop reframing rape survivors' stories by @rachelintheoc
0,#noprobenorobe we cannot allow #donthecon compromised by #russia to appoint
0,"@k_yoder That lady needs help, mental illness is a serious issue."
0,police officer says yes to proposal from girlfriend at
-1,Every1 needs 2 c @Rick_Reyna & @rallysforchrist's movie #TheRallyLA. It's life transforming.
-1,woman who underwent #abortion breaks down after seeing her dead baby
-1,occasionally you have to let your hair down. 4 glasses of @jackdanielsuk honey has helped me achieve that.
1,It's a free country. Freedom includes freedom of choice.
-1,@FaceTheNation @nytimes where is #SilencedDiscourse for @TheDemocrats #Divisions on
-1,"When Declaration of Independence was adopted, abortion was illegal in all 13 colonies."
-1,@t2trainspotting soundtrack curated by #dannyboyle might just be the most perfect movie soundtrack ever put together
-1,what being a mother has taught me about abortion:
0,the first ever @iwpride was a huge success! we're so thrilled to see this fab article in the @huffington &gt;
-1,babies with down syndrome shouldn’t be targeted 4 abortion —their lives have value and dignity #chooselife @appsame
-1,mt @amenditusa: halt this madness_outlaw abortion!
0,what's the point of a #scotus announcement during primetime other than a sick obsession with tv and ratings?
-1,You support #abortion? Never had an abortion? You'll still have to give account to your Creator for the taking of innocent life.
0,could you benefit from a £400 tax break with #marriage allowance?
0,all ready for pride tomorrow! @nca_lynneowens @nca_uk
0,predicting big things. you heard it here first. ...
0,"""but i know it when i see it ... "" #scotus jacobellis v. ohio"
1,very telling that you assume #saytheirnames will lead to false accusations. you are predisposed to believing women are lying.
0,both sides of trans student's case agree: #scotus should resolve title ix question. here's gg's letter:
0,"as they threaten this nation with a possible #scotus nominee who will try to reverse roe v. wade, we're gonna protect it in the state of ny."
-1,"Meanwhile, @JustinTrudeau wants to waste your money to kill innocent children in the womb."
0,the biggest hypocrite!! republicans seek to steal a seat on the supreme court...
-1,faces that come to my mind when hearing arguments in defense of abortion. we must protect and defend our next generation.
-1,what's yer swally tonight folks? happy weekend.
1,jesus christ this is disgusting.
-1,mt @karee_news: you can do something try to touch hardened hearts and
0,Our spirits Live on - thru the FAMILY BLOODLINE - ONCE YOUR Bloodline is Destroyed - U WILL NEVER REINCARNATE AGAIN
-1,mt @amenditusa: we the people end abortion america!
0,"#scotus should reaffirm that the first amendment protects against compelled speech and association, says @ishapiro"
0,#preztrump tweets that he will announce his #supremecourt pick tues eve #scotus #@foxandfriends
0,be proud af! #lgbt #pride #lovewins #gay #loveislove #tee design
0,7 #bollywood movies where the heroine's #marriage was already fixed when she met the #hero! @iamsrk @akshaykumar
0, thoughts on questioning your self identity
1,today we remember the fight for #reprorights #racialjustice and #envirojustice in 2016 and resolve to continue the fight in 2017
0,.@presssec spicer reading his monotone #scotus bedtime story report each day is so weird.
0,"hey @kennedynation, get @realdonaldtrump to nominate @judgenap to"
-1,@notmuchelse It is no less your child before or after birth. One continuum of life.
0,here's where trump’s #scotus picks stand on #reprorights: @jennyalyse
0,"given who #yrump has been nominating, there is only 1 decision: the man without a mandate can't be permitted to politicize ."
0,#FF #Patriot --> PigsWalkUpright. Thanks 4 following back!!
-1,In Ireland the unborn child has constitutional protection. Long may this continued.Youth
1,"charmaine yoest, who was tapped to help lead hhs, once said that #reprorights advocates are ""the true misogynists in our society."""
0,here it is: the official #scotus in and out list for 2017.
1,#rolfharris free #chedevans victim blaming #julianassange rape charges dropped #rapeculture transparent - all in the same week as
0,"#scotus link of the day: @lylden reports justice dept receives delay in texas voter id case, may switch positions"
0,great connecting w/ @bj116 today - love his truth &amp; element of surprise to speak on
0,.@potus could and should (and i pray will) put merrick garland onto #scotus during ‘intersession recess’ tomorrow.
0,come support the @nyriveters for our @youcanplayteam game vs boston 6pm @ barnabas hockey house
-1,.@vp pence and our prez @kristanhawkins recording video yesterday for the !
0,Part of our celebration will be dancing our butts off to a LGBTQIA pride inspired playlist. What songs should we add to our list?
1,"things women are not like, an incomplete list: 1) a plate of red meat 2) an unlocked car 3) a parent being nagged for ice cream"
0,hurry for your best #newyear! get the #gift of #love 75% #savings to 31/12
-1,@denisemourges @RepThomasMassie I know! I'm the only perfect :-) candidate.
0,"hey obama judge derrick watson, you might want to pay more attention to your state, since army soldier joined isis in hi."
1,take action against :
-1,@notmuchelse Then make sure Udon't get pregnant. And don't KILL your child if you do! You are the mom RESPONSIBLE 4child's life!
0,somaya &amp; @iamladyluck ‍‍‍ #lovewins #lgtb #lgbtqrights we proudly stand with @hrc
-1,Why are Tumblr feminists so territorial? Pro-lifers can't even voice their opinions without being attacked.
1,as a @kellenberg alumna and a decent human being i am completely disgusted by the institute's perpetuation of
-1,"How dare you say my sexual preference is a choice, how dare you say dismembering my preborn isn't."
0,happy pride weekend everybody
0,@degk10 @kimberlyjoyner_ @joyannreid hope the law will not withstand court challenge. tragic that hillary clinton is not our president
-1,stunning images of preborn children show that human life begins at fertilization
0,we are thrilled and honoured to announce we will be performing with @conchitawurst at @csdberlin this year!
0,"if we are unfaithful, he (jesus) remains faithful, for he cannot deny who he is. (2 tim 2:13 nlt) #godisfaithful! that's how !"
-1,rip @chesterbe. thank you for the incredible music and sharing your suffering with the world.
1,@sacha_tweets people are more concerned with what i did wrong to let it happen rather than focusing on him being in the wrong
0,neil gorsuch is not the independent voice missouri needs on #scotus: @naralmissouri
-1,been a long day after an even longer night! had a great #bathlifeawards - such an awesome event to be involved with
0,5/16 #womenlead • panels on #women and poverty: restoring a healthy america + #scotus + women and elected office
-1,the #prolifegen stands in defense of baby .
0,secret to 80 years of #marriage: 'put god first'
0,so happy i could take the engagement photos of such a lovely couple hmu for a free photo shoot!
-1,babies without a voice are killed by those who have been given a choice.
-1,"RT @RandForeman: It's so easy to be Pro-Choice, especially when you're not the one getting your skull crushed."
-1,let us #pray together now for the unborn
1,abortion doulas are here to support you.
1,"standing ovation as leader @andreascousins concludes if there's ""breath in my life"" she'll fight for"
1,"Yep. RT: ""Defunding PP won't mean fewer abortions. It will mean more dead women. """
1,@__HisKindaCrazy @_QueenTacoBell @thumperbunny88 Abortion is NOT illegal and I would never judge a woman for making that choice.
-1,I #DenounceHarper because his religious ties are responsible for the #MarchForLife anti-choice rallies on Parliament Hill.
-1,haha
0,"find someone who accepts you in your entirety exactly how you are. flaws, quirks, issues &amp; all!"
0,must-see tv tomorrow night for #scotus watchers.
0,i don’t know if i could preach if i wasn’t married to dave. he continually provides me with sermon material.
-1,#ProLifeYouth know that human life in the womb is as valuable as human life outside the womb.
-1,true feminism starts with life #prolifefeminist #prolife eration
-1,mt @awakedeborah: fearfully and wonderfully made! by god.
0,"mccaskill: defying constituents, opposing qualified judge, carrying water for left"
1,sexual violence is real. every time we make a sexist comment or blame the victim we are contributing to
1,I refuse to let people like you shame and insult women for accessing healthcare. Sorry. Just no.
0,"in other news, sentencing is about to start for five people arrested for protesting at #scotus in 2015. gov't wants jail time (10 days)"
0,"merkley: ""i will definitely object to a simple majority"" vote on trump's coming #scotus nominee (i.e., filibuster)."
-1,congratulations to michael knox (left) who took first place at ohio right to life's annual youth oratory contest!
-1,@JonathaASwift @TomAdams9999 They are BOTH alive & human from conception Just earlier phase of life's continuum! @chooseliferacer
0,"if you're still on the fence about getting married, #makeyourmove this month and trust in god's support for completing your faith."
1,missouri advances bill allowing employers to fire women for using birth control (via @truthdig)
0,off to find me a handsome german! ......
0,bless their hearts...
1,"#scotus nominee, neil gorsuch has disturbing record on worker &amp; #reprorights and police brutality. #weobject! we will work to !"
1,women cannot be empowered without reproductive health care access and bodily autonomy.
-1,We have the duty to protect the life of an unborn child. --Ronald Reagan
0,#scotus did this. the gop senators who stonewalled garland did this. every single weasel who voted for trump did this.
-1,"#yourchoice ""i have set before you life &amp; death, blessing &amp; cursing: #chooselife that you may live."" deuteronomy 30:19 dr gs linton plz rt"
0,“never stop courting your spouse.” ~ frank sonnenberg @fsonnenberg
1,dear @dnc: you missed something in your list of troubling items in the republican agenda. #reprorights @tomperez @keithellison
0,i cannot tell you how moved i am by the crowds welcoming the detainees released from airports. this is america.
-1,A nation that kills its own children is a nation without hope. -Pope Saint John Paul II
-1,congratulations to michael knox of immaculate conception academy in cincy for taking 3rd place at the @nrlc oratory contest!
0,our love must be louder than their hate. #lovewins #blockkkparty @nowthisnews
1,"oh hell, yeah!!! thank you @tomperez"
0,things trump didn’t tell you at #jointaddress: his #scotus nominee believes corporations are people
0,grab a cute boy and workout with him!
-1,how would you spend $1.7 million oregon tax dollars to help pregnant women in need?
0,"everyone has the right to an opinion, not the right to harm the helpless. jesus kicked the greedy merchants out of the temple."
0,brothers &amp; sisters @wearefest @worksoppride @londonlgbtpride @sparkleweekend @ukblackpride @ukpridenetwork
0,church membership doesn’t disqualify a person from jury service. 525 faith leaders speak:
0,"#virginia del @sam_rasoul: #scotus ruling ""is another great victory in the fight against gerrymandering,"""
0,senate dems will filibuster trump’s supreme court nominee via @politico
0,the queer dance party in front of mike pence's new home happened last night and it was glorious
1,"defense says that the #rockvillerape was “consensual"" so where’s"
-1,#chooselife! the #marchforlife reaches the supreme court!
-1,Reading law cases on abortion rulings from the past 100 years is exhausting! #research hard
0,shout out to #uzalo for embracing gay marriage ‍
0,"my #scotus prediction is judge hardiman. approved 95-0 in 2003, hard conservative, pro-gun &amp; most importantly, rec'd by trump's sister."
0,"do not spoil the purity of love by involving in haram relations. get married, make it halal."
0,“good girl. come for me. say my fucking name.”
-1,@realjameswoods i am thrilled to hear this!
0,"today #scotus reviews ""appropriate"" edu benefits for disabled children; @ahoweblogger previews endrew v douglas cnty"
0,"remember that it's all about hearts, not parts."
-1,mt @patrioticgirl86: keep me safe lord from the hands of the wicked.
0,would you support @sentedcruz for #trump's supreme court nominee?
1,"a table full of men deciding women's health?? and now trump wants a lifetime seat for a nominee hostile to #reprorights. oh yea, !"
0,can corporations be sued for #humanrights abuses? or are they above the law? #scotus to decide: here we go again!
0,#relationship tip: embrace your differences
-1,U don't have to be a religious to be pro-life. All u have to believe is that every life is sacred
0,"@WayneSense ""In check"" is putting it nicely."
1,“i’ve got two words for you @berniesanders &amp; @tomperez: fuck &amp; no.” by @pamela_thilo
0,senate dems will filibuster trump’s supreme court nominee
1,absolutely. #istandwithpp and will always fight to protect #reprorights and #reprohealth for all.
1,"another despicable assault on women's #reprorights that would deny millions access to basic, preventative healthcare"
1,lesson for malignant narcissists: do not sexually harass a lawyer or try to coerce her.
0,#haltinauguration until a thorough independent committee investigation of djt and russian ties are completed
0,"thank you @clairecmc for coming out to #stopgorsuch! mo women and families need a #scotus judge that will fight for them, not corporations!"
1,.@rewire_news unpacks how the #licensetodiscriminate executive order would harm #lgbt equality &amp;
1,this's insane acts by #koreans. they will trample national flag of other nation. it's clearly .
-1,"Compromising on #sin gets easier as time goes on. Oh yeah, it didn't just start! #sexual-impurity"
0,20 years ago today the old man and i wed.
0,"""the court had a lot of meat-and-potatoes cases."" my thoughts on #scotus in @scotusreporter's year-end wrap:"
-1,mt @amenditusa: we the people end abortion america!
1,don't live a full life. #victimblaming #rapeculture #misogyny h/t
-1,#prolifegen news: constitutionalism originalism is still a thing
0,massive anti-trump demonstration outside #scotus on tenth day of presidency.
1,the netherlands 'counters' trump with international abortion fund
-1,#donalwalsh was an incredible guy - his mother is an amazing woman with a powerful message
0,"#summary of what #tradcons what #men to experience, for the sake of ""society""."
1,"""adolescent girls need a voice and a choice"" ... including safe abortion!"
0,"tell @sen_joemanchin to vote #hellno on #trump's #scotus pick, #humanrights hater #gorsuch #frozentrucker @aftwv @wvdemocrats @wvequal @aclu"
-1,"We all are sinners, but what right do humans have to kill another human being? Is that what God wanted us to do?"
0,"i highly recommend ""scalia: portrait of a man and jurist."" one of the best #scotus documentaries in recent years."
0,why can't our spouses be just like our friends? #marriage #love #relationships @jasminea5100
0,this is a time for greatness. a time for those who can to stand up &amp; speak.
0,we're taking our client jameka's case all the way to #scotus. no one should be fired because of who they are or who they love.
-1,"Some babies die by chance, none should die by choice!"
-1,I am about to deck these 2 bitches in the fucking mouth.
0,"big crowd on steps of #scotus for congressional dems refugee rally. members arrived singing ""this land is your land."""
-1,nationwide pro-life protests to occur this weekend
1,"thank you, sir. #rapeculture #cultureduviol via @flaviephilipon"
0,"report: #scotus nom refused 2 even meet w/two senators, both women of color. via @huffpostpol"
1,"@ShowTruth No, I can't explain why you would consider a medical procedure that leaves the patient healthy & happy as killing."
0,this am at @umainelaw i called for a #scotus justice who'll uphold check &amp; balance on exec branch. full statement:
0,article iii of the us constitution created the supreme court and defined its authority:
0,"not false. filling a #scotus vacancy was a responsibility, not a campaign promise kept."
0,"""this land is your land, this land is my land"""
-1,so inspirational. so emotional. so real.
-1,@oXGodLessXo @Canuckle_head @Atheist_Roo @atxbantamathy /gags Dat face.
-1,If #BlackLivesMatter why not black babies in the womb? Somehow their lives don't matter.... puzzled with that one.
0,heroes like raumak and ellie are here providing legal counsel to families waiting for loved ones.
1,"@mrprolife Complications come with all types of medical procedures, doesn't mean procedure itself should be banned."
-1,i'll choose these refugees over fear all day...every day.
-1,RT @StMotherTheresa: ...anything that destroys God's gift of motherhood destroys His most precious gift to women
1,if like me you missed the @ldnirisharc meeting you can catch up here!
0,two issues dear to the @usccb—migrancy and religious liberty—are headed to
1,looks like #billoreilly is learning the hard way just what a bitch karma is!
0,"@presssec @gorsuchfacts then, in 2016, congress ignored the will of the people &amp; sat on the nom of judge garland by not allowing any vote."
-1,holiday in #oz just getting better @carlycarlzb74 took me to #trainspottinglive #omfg #chooselife great cast - blown away
-1,i defend the life of the #preborn because they are people as much as any of us already born.
0,me and my guy #hogmanay #newyear #marriage @ glasgow north
1,"famous football-playing rapist jameis winston tells elementary school girls to be ""silent"""
0,"wow, #finland has just become the 22nd country to allow gay marriage. so proud of them. love and equality for all!"
-1,"“i am not suffering. i am not ill... please don’t try to kill us all off."""
0,is your #marriage in a slump? revive your bond with iou’s “strengthen the knot”
0,work together with your husband/wife to have the kind of #marriage that makes your kids want to grow up &amp; get married someday!
1,"the fight isn't over, but #hb2 scotus win gives us power to dismantle similar barriers to our #reprorights and health care across the us."
-1,please vote no. call to legalise abortion via @bega_news
1,"how to actually win: be for the people. #medicareforall + #reprorights + #lgbtrights = duh. @ironstache gets it, @thedemocrats."
0,"#otd 1962 charles whittaker retired from active service. first to serve on district ct., ct. of appeals and ."
0,super wedding pics!!! …
0,i am signing onto @repzoelofgren's bill to reverse #trump’s misguided orders barring #immigrants and #refugees. will be at #scotus at 6pm.
1,"outstanding day yesterday, with 2 major victories for @aclufl representing !!"
0,Bad 2 days for #Kansas Conservatives #ksleg @govsambrownback going 0-4 in courts
1,thanks to everyone who came to our panel on #reprorights and #womenshealth. we still have a lot of work to do in ny!
0,"The teen pregnancy rate has declined 51 percent, and the teen birth rate is down 57 percent."
0,#scotus link of the day: @lylden charts the byzantine path the legal maneuverings over the travel ban have taken
0,mcconnell won't rule out nuclear option for supreme court nominee via @dcexaminer
